Regionname,Suburb,Propertycount,Address,CouncilArea,Postcode,Distance,BrokerAgent,Date,Longtitude,Lattitude,Method,Type,Rooms,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Price
Southern Metropolitan,Glen Iris,10412,17 Rosedale Rd,Boroondara,3146,9.2,Noel,23-01-2024,145.0696,-37.858,PI,h,2,2,2,2,718,184,1950,1600000
Southern Metropolitan,Glen Iris,10412,20 Ruskin Rd,Boroondara,3146,9.2,RT,24-01-2024,145.0711,-37.8489,S,h,3,3,2,2,668,,1920,1880000
Southern Metropolitan,Glen Iris,10412,3 Florence St,Boroondara,3146,9.2,Marshall,25-01-2024,145.0656,-37.859,PI,h,5,5,3,2,642,336,1930,2352500
Southern Metropolitan,Glen Iris,10412,23 Flowerdale Rd,Boroondara,3146,9.2,Marshall,26-01-2024,145.072,-37.8563,S,h,5,5,4,2,830,520,2009,3860000
Southern Metropolitan,Glen Iris,10412,31 Gardiner Pde,Boroondara,3146,9.2,Marshall,27-01-2024,145.0641,-37.8538,PI,h,4,4,3,2,840,326,1930,2625000
Southern Metropolitan,Glen Iris,10412,5/1679 Malvern Rd,Stonnington,3146,9.2,Marshall,28-01-2024,145.0553,-37.8566,S,u,2,2,1,1,0,,1960,856500
Southern Metropolitan,Glen Iris,10412,2b York Rd,Stonnington,3146,9.2,Noel,29-01-2024,145.0555,-37.8572,PI,h,5,5,2,2,400,,,1650000
Southern Metropolitan,Glen Iris,10412,1/58 Edgar St N,Stonnington,3146,9.2,Gary,30-01-2024,145.0465,-37.8506,VB,t,2,2,1,1,0,1143,,600000
Southern Metropolitan,Glen Iris,10412,2/13 Estella St,Boroondara,3146,9.2,O'Donoghues,31-01-2024,145.0631,-37.863,S,u,2,2,1,2,166,,,690000
Southern Metropolitan,Glen Iris,10412,7 Hope St,Stonnington,3146,9.2,O'Donoghues,01-02-2024,145.0486,-37.8628,VB,t,3,3,2,2,541,,,1200000
Southern Metropolitan,Glen Iris,10412,15 Howitt St,Boroondara,3146,9.2,Kay,02-02-2024,145.0554,-37.8476,S,h,4,3,3,2,677,,1910,3010000
Southern Metropolitan,Glen Iris,10412,3/32 Iris Rd,Boroondara,3146,9.2,Jellis,03-02-2024,145.0573,-37.8488,S,u,2,2,1,1,0,,,785000
Southern Metropolitan,Glen Iris,10412,98 Bath Rd,Boroondara,3146,9.2,Marshall,04-02-2024,145.0934,-37.8561,SP,h,4,4,2,2,775,155,1960,1950000
Southern Metropolitan,Glen Iris,10412,28 Ferndale Rd,Boroondara,3146,9.2,Marshall,05-02-2024,145.0711,-37.8553,S,h,3,3,1,2,700,142,1930,2200000
Southern Metropolitan,Glen Iris,10412,32 Howie St,Boroondara,3146,9.2,Jellis,06-02-2024,145.0733,-37.8542,S,h,3,3,1,3,609,140,1930,1751000
Southern Metropolitan,Glen Iris,10412,22 Kyarra Rd,Stonnington,3146,9.2,Kay,07-02-2024,145.0547,-37.8536,S,h,4,4,2,3,548,205,1930,1857000
Southern Metropolitan,Glen Iris,10412,14/1737 Malvern Rd,Stonnington,3146,9.2,Noel,08-02-2024,145.0571,-37.8597,PI,u,1,1,1,1,602,,,375000
Southern Metropolitan,Glen Iris,10412,4/15 Rix St,Boroondara,3146,9.2,Jellis,09-02-2024,145.0515,-37.8468,VB,u,2,2,1,2,0,74,1940,720000
Southern Metropolitan,Glen Iris,10412,8 Rix St,Boroondara,3146,9.2,RT,10-02-2024,145.051,-37.8471,S,h,3,3,1,3,401,107,1935,1500000
Southern Metropolitan,Glen Iris,10412,78 Valley Pde,Boroondara,3146,9.2,Marshall,11-02-2024,145.0657,-37.8521,S,h,4,4,3,2,603,246,2007,2725000
Southern Metropolitan,Glen Iris,10412,8 Hadley Ct,Boroondara,3146,9.2,Jellis,12-02-2024,145.0511,-37.8464,S,h,2,2,1,1,553,,,1723000
Southern Metropolitan,Glen Iris,10412,2/7 Maitland St,Stonnington,3146,9.2,hockingstuart,13-02-2024,145.0423,-37.8572,S,u,2,2,1,1,0,,,529500
Southern Metropolitan,Glen Iris,10412,1687 Malvern Rd,Stonnington,3146,9.2,Greg,14-02-2024,145.0554,-37.8575,S,h,3,3,1,2,762,153,1930,2800000
Southern Metropolitan,Glen Iris,10412,21 Beatrice St,Boroondara,3146,9.2,hockingstuart,15-02-2024,145.0842,-37.8538,S,h,3,3,1,2,685,143,1941,1665000
Southern Metropolitan,Glen Iris,10412,8/251 Burke Rd,Stonnington,3146,9.2,hockingstuart,16-02-2024,145.0518,-37.8555,S,u,2,2,1,1,0,80,1960,600000
Southern Metropolitan,Glen Iris,10412,60 Madeline St,Boroondara,3146,9.2,Buxton,17-02-2024,145.0919,-37.8578,S,h,3,3,1,2,615,607,1940,1420000
Southern Metropolitan,Glen Iris,10412,44A Beryl St,Boroondara,3146,9.2,Jellis,18-02-2024,145.086,-37.8531,S,h,3,3,2,2,307,,,1550000
Southern Metropolitan,Glen Iris,10412,3/1526 High St,Boroondara,3146,9.2,Jellis,19-02-2024,145.0484,-37.8592,VB,u,1,1,1,1,805,,2011,420000
Southern Metropolitan,Glen Iris,10412,53 Madeline St,Boroondara,3146,9.2,Marshall,20-02-2024,145.0904,-37.8573,S,h,4,4,2,2,706,,,1920000
Southern Metropolitan,Glen Iris,10412,21 Park Rd,Boroondara,3146,9.2,Jellis,21-02-2024,145.0566,-37.8478,S,h,5,5,3,2,696,,1989,2100000
Southern Metropolitan,Glen Iris,10412,14 Queens Pde,Boroondara,3146,9.2,Marshall,22-02-2024,145.0922,-37.8515,PI,h,5,5,2,2,654,354,2015,2410000
Southern Metropolitan,Glen Iris,10412,30 Valley Pde,Boroondara,3146,9.2,Marshall,23-02-2024,145.061,-37.8516,PI,h,4,4,2,2,645,216,1930,2100000
Southern Metropolitan,Glen Iris,10412,15 Yeovil Rd,Boroondara,3146,9.2,Kay,24-02-2024,145.0856,-37.8509,S,h,4,4,2,2,1485,295,1966,2950000
Southern Metropolitan,Glen Iris,10412,4/68 Edgar St N,Stonnington,3146,9.2,hockingstuart,25-02-2024,145.0466,-37.8497,S,u,2,2,1,1,0,,,390000
Southern Metropolitan,Glen Iris,10412,3 Fairview Gr,Stonnington,3146,9.2,RT,26-02-2024,145.0547,-37.8649,S,h,5,5,2,2,1339,270,1925,3365000
Southern Metropolitan,Glen Iris,10412,1 Rosedale Rd,Boroondara,3146,9.2,Noel,27-02-2024,145.068,-37.8578,S,h,4,3,2,3,397,,,1390000
Southern Metropolitan,Glen Iris,10412,59 Staughton Rd,Boroondara,3146,9.2,J,28-02-2024,145.0603,-37.8523,S,h,4,4,3,2,394,,1980,1802000
Southern Metropolitan,Glen Iris,10412,2 Bell St,Boroondara,3146,9.2,Marshall,29-02-2024,145.0702,-37.8539,S,h,3,3,1,2,464,,,1310000
Southern Metropolitan,Glen Iris,10412,24 Brandon St,Boroondara,3146,9.2,Jellis,01-03-2024,145.0771,-37.8547,S,h,3,3,2,2,648,193,1975,1931000
Southern Metropolitan,Glen Iris,10412,45 Rosedale Rd,Boroondara,3146,9.2,RT,02-03-2024,145.0726,-37.8583,PI,h,4,3,2,4,401,,,2000000
Southern Metropolitan,Glen Iris,10412,318 Tooronga Rd,Stonnington,3146,9.2,Marshall,03-03-2024,145.0428,-37.8511,S,h,2,2,1,2,438,107,1910,1250000
Southern Metropolitan,Glen Iris,10412,35 Adrian St,Boroondara,3146,9.2,Jellis,04-03-2024,145.0806,-37.8529,VB,h,5,5,3,2,709,672,1930,2400000
Southern Metropolitan,Glen Iris,10412,8/13 Glenvale Rd,Stonnington,3146,9.2,hockingstuart,05-03-2024,145.0537,-37.8578,PI,u,2,2,1,1,0,,,460000
Northern Metropolitan,Glenroy,8870,89 John St,Moreland,3046,13,Ray,06-03-2024,144.9431,-37.6972,S,h,3,3,1,2,696,118,1960,610000
Northern Metropolitan,Glenroy,8870,55 Daley St,Moreland,3046,13,Walshe,07-03-2024,144.9335,-37.6979,S,h,3,3,1,3,640,144,1960,610000
Northern Metropolitan,Glenroy,8870,2/74 Daley St,Moreland,3046,13,Stockdale,08-03-2024,144.9299,-37.6969,SP,t,3,3,2,2,244,3,,555000
Northern Metropolitan,Glenroy,8870,62 Farview St,Moreland,3046,13,Nelson,09-03-2024,144.9356,-37.7088,S,h,3,3,1,1,336,,,500000
Northern Metropolitan,Glenroy,8870,39 Morley St,Moreland,3046,13,Barry,10-03-2024,144.9372,-37.6988,S,h,3,3,1,2,766,127,1965,806500
Northern Metropolitan,Glenroy,8870,23 Wheatsheaf Rd,Moreland,3046,13,Barry,11-03-2024,144.9253,-37.7095,PI,h,5,5,3,2,700,,,1150000
Northern Metropolitan,Glenroy,8870,13 Acacia St,Moreland,3046,13,Barry,12-03-2024,144.926,-37.7088,PI,h,5,5,3,1,487,,,850000
Northern Metropolitan,Glenroy,8870,2 Roy St,Moreland,3046,13,Peter,13-03-2024,144.9314,-37.6964,VB,h,4,4,2,1,683,138,2017,550000
Northern Metropolitan,Glenroy,8870,42 Sadie St,Moreland,3046,13,Stockdale,14-03-2024,144.9438,-37.6988,S,h,3,3,1,4,700,105,1950,822000
Northern Metropolitan,Glenroy,8870,15 Stanley St,Moreland,3046,13,Brad,15-03-2024,144.9147,-37.7115,SP,h,3,3,2,3,1029,136,1950,980000
Northern Metropolitan,Glenroy,8870,123 Glenroy Rd,Moreland,3046,13,Stockdale,16-03-2024,144.9261,-37.7062,S,h,3,3,1,1,652,,,670000
Northern Metropolitan,Glenroy,8870,3/27 Harold St,Moreland,3046,13,Jason,17-03-2024,144.9252,-37.7072,PI,u,2,2,1,1,164,100,2010,430000
Northern Metropolitan,Glenroy,8870,45 Stanley St,Moreland,3046,13,Barry,18-03-2024,144.9122,-37.7126,S,h,2,2,1,2,832,,,852500
Northern Metropolitan,Glenroy,8870,46 Stanley St,Moreland,3046,13,Burnham,19-03-2024,144.9127,-37.712,S,h,4,4,2,4,1011,,,1025000
Northern Metropolitan,Glenroy,8870,1c Barwon St,Moreland,3046,13,Nelson,20-03-2024,144.9178,-37.7082,VB,h,2,2,1,1,164,114,2010,540000
Northern Metropolitan,Glenroy,8870,79 Glen St,Moreland,3046,13,Barry,21-03-2024,144.9276,-37.6978,SP,h,2,2,1,2,643,,,530000
Northern Metropolitan,Glenroy,8870,11 Caldwell St,Moreland,3046,13,YPA,22-03-2024,144.9362,-37.7102,S,h,3,3,1,2,674,,1976,721000
Northern Metropolitan,Glenroy,8870,1 Gordon Ct,Moreland,3046,13,Stockdale,23-03-2024,144.9243,-37.6986,S,h,3,3,1,4,640,97,1950,737000
Northern Metropolitan,Glenroy,8870,134 John St,Moreland,3046,13,hockingstuart,24-03-2024,144.9397,-37.6953,S,h,3,3,1,1,701,,,575500
Northern Metropolitan,Glenroy,8870,4 Lyons St,Moreland,3046,13,Barry,25-03-2024,144.9387,-37.6999,S,h,3,3,1,2,702,,,600000
Northern Metropolitan,Glenroy,8870,24a Morell St,Moreland,3046,13,Raine,26-03-2024,144.9507,-37.702,SP,h,3,3,2,2,224,3,1950,460000
Northern Metropolitan,Glenroy,8870,1/919 Pascoe Vale Rd,Moreland,3046,13,Walshe,27-03-2024,144.9149,-37.6977,PI,t,3,3,2,1,259,,2003,370000
Northern Metropolitan,Glenroy,8870,6 Cosmos St,Moreland,3046,13,Stockdale,28-03-2024,144.9374,-37.7065,S,h,3,3,1,2,753,,,691000
Northern Metropolitan,Glenroy,8870,62 Everard St,Moreland,3046,13,Nelson,29-03-2024,144.9393,-37.6993,S,h,3,3,1,1,589,,,500000
Northern Metropolitan,Glenroy,8870,3/28 Stanley St,Moreland,3046,13,Barry,30-03-2024,144.9142,-37.7112,S,t,3,3,2,1,136,130,2014,545000
Northern Metropolitan,Glenroy,8870,30 Bourchier St,Moreland,3046,13,Brad,31-03-2024,144.9378,-37.7007,PI,h,3,3,1,4,734,140,1960,670000
Northern Metropolitan,Glenroy,8870,44 Daley St,Moreland,3046,13,Walshe,01-04-2024,144.9326,-37.6974,S,h,3,3,1,2,627,,,572000
Northern Metropolitan,Glenroy,8870,6 Dromana St,Moreland,3046,13,Eview,02-04-2024,144.9088,-37.7104,S,h,4,4,1,4,606,124,1956,702000
Northern Metropolitan,Glenroy,8870,137 Glenroy Rd,Moreland,3046,13,Barry,03-04-2024,144.9245,-37.706,S,h,2,2,1,1,705,115,1950,730000
Northern Metropolitan,Glenroy,8870,24 Trevannion St,Moreland,3046,13,Stockdale,04-04-2024,144.9185,-37.7005,S,h,3,3,1,3,667,81,1950,711500
Northern Metropolitan,Glenroy,8870,1 Tudor St,Moreland,3046,13,Nelson,05-04-2024,144.9211,-37.708,VB,h,3,3,2,4,805,,,820000
Northern Metropolitan,Glenroy,8870,45 Cosmos St,Moreland,3046,13,Stockdale,06-04-2024,144.9377,-37.7028,S,h,5,5,4,4,695,176,1950,810000
Northern Metropolitan,Glenroy,8870,9/11 Currajong St,Moreland,3046,13,Barry,07-04-2024,144.9178,-37.711,SP,u,2,2,1,1,0,61,1970,250000
Northern Metropolitan,Glenroy,8870,1/1 Danae St,Moreland,3046,13,Eview,08-04-2024,144.9291,-37.7001,S,t,3,3,1,1,325,106,1970,460000
Northern Metropolitan,Glenroy,8870,24 Sadie St,Moreland,3046,13,Eview,09-04-2024,144.9427,-37.7,S,h,3,3,1,2,780,120,1960,793000
Northern Metropolitan,Glenroy,8870,7/89 Station Rd,Moreland,3046,13,Nelson,10-04-2024,144.9176,-37.7071,S,u,2,2,1,1,0,74,1970,340000
Northern Metropolitan,Glenroy,8870,57 View St,Moreland,3046,13,Hodges,11-04-2024,144.9313,-37.6967,S,h,3,3,1,3,624,,,596000
Northern Metropolitan,Glenroy,8870,149 Augustine Tce,Moreland,3046,13,Melbourne,12-04-2024,144.9122,-37.6949,S,h,3,3,1,1,320,130,2000,447500
Northern Metropolitan,Glenroy,8870,45 Fran St,Moreland,3046,13,YPA,13-04-2024,144.9053,-37.7029,S,h,3,3,1,1,616,125,1960,588000
Northern Metropolitan,Glenroy,8870,1/25 Morell St,Moreland,3046,13,Raine,14-04-2024,144.9504,-37.7025,PI,h,3,3,1,2,0,96,1960,420000
Northern Metropolitan,Glenroy,8870,2/22 Sadie St,Moreland,3046,13,Brad,15-04-2024,144.9428,-37.7002,SP,u,2,2,1,2,200,81,2000,410000
Northern Metropolitan,Glenroy,8870,44 Widford St,Moreland,3046,13,Stockdale,16-04-2024,144.924,-37.7022,S,h,3,3,1,4,700,,,688000
Northern Metropolitan,Glenroy,8870,57 Widford St,Moreland,3046,13,Stockdale,17-04-2024,144.9239,-37.7006,S,h,3,3,2,3,635,,,612500
Northern Metropolitan,Glenroy,8870,40 View St,Moreland,3046,13,Brad,18-04-2024,144.9331,-37.6966,S,h,3,3,1,1,665,85,1950,525000
Northern Metropolitan,Glenroy,8870,10 Anselm Gr,Moreland,3046,13,Eview,19-04-2024,144.9136,-37.7021,S,h,3,3,1,4,704,102,1960,703000
Northern Metropolitan,Glenroy,8870,1/112 Cardinal Rd,Moreland,3046,13,Raine,20-04-2024,144.9299,-37.7006,S,t,4,3,2,1,252,150,2014,608000
Northern Metropolitan,Glenroy,8870,55 Fran St,Moreland,3046,13,Barry,21-04-2024,144.9054,-37.7022,PI,h,5,5,3,2,612,,1970,705000
Northern Metropolitan,Glenroy,8870,6/2 Murrell St,Moreland,3046,13,Nelson,22-04-2024,144.9214,-37.7042,S,u,2,2,1,1,3056,,,320500
Northern Metropolitan,Glenroy,8870,21A Cosmos St,Moreland,3046,13,Barry,23-04-2024,144.9372,-37.7053,S,h,3,3,1,2,706,,,577000
Northern Metropolitan,Glenroy,8870,14/854 Pascoe Vale Rd,Moreland,3046,13,Raine,24-04-2024,144.9154,-37.702,PI,u,2,2,1,1,1996,,,230000
Northern Metropolitan,Glenroy,8870,2/36 Prospect St,Moreland,3046,13,YPA,25-04-2024,144.9112,-37.7102,S,t,4,4,3,2,0,131,2014,607000
Northern Metropolitan,Glenroy,8870,139 John St,Moreland,3046,13,Barry,26-04-2024,144.9389,-37.6955,S,h,3,3,2,2,780,180,1970,765500
Northern Metropolitan,Glenroy,8870,2/709 Pascoe Vale Rd,Moreland,3046,13,Barry,27-04-2024,144.9163,-37.7098,SP,u,3,3,1,2,187,99,2014,470000
Northern Metropolitan,Glenroy,8870,1/2 Prospect St,Moreland,3046,13,Brad,28-04-2024,144.9158,-37.7083,SP,u,3,3,1,1,265,,1995,482500
Northern Metropolitan,Glenroy,8870,48 Everard St,Moreland,3046,13,Barry,29-04-2024,144.9408,-37.7002,S,h,3,3,1,2,650,142,1960,580000
Northern Metropolitan,Glenroy,8870,3/4 Murrell St,Moreland,3046,13,Eview,30-04-2024,144.9211,-37.7042,S,t,2,2,1,1,125,,1975,434500
Northern Metropolitan,Glenroy,8870,1/38 Stanley St,Moreland,3046,13,Stockdale,01-05-2024,144.9135,-37.7117,S,u,2,2,1,2,253,91,2012,620250
Northern Metropolitan,Glenroy,8870,128 Widford St,Moreland,3046,13,Stockdale,02-05-2024,144.9253,-37.6955,S,h,3,3,1,1,796,104,1960,710000
Northern Metropolitan,Glenroy,8870,54 Cromwell St,Moreland,3046,13,Stockdale,03-05-2024,144.9232,-37.7002,S,h,4,3,1,2,630,130,1960,630000
Northern Metropolitan,Glenroy,8870,37 Farview St,Moreland,3046,13,Stockdale,04-05-2024,144.9348,-37.7117,SP,t,2,2,1,1,307,,,420000
Northern Metropolitan,Glenroy,8870,106 Outlook Dr,Moreland,3046,13,Stockdale,05-05-2024,144.9069,-37.7051,S,h,3,3,1,4,541,139,1968,600000
Northern Metropolitan,Glenroy,8870,1/7 Harold St,Moreland,3046,13,Stockdale,06-05-2024,144.9277,-37.7073,SP,t,3,3,2,2,212,129,2010,550000
Northern Metropolitan,Glenroy,8870,2/27 Morley St,Moreland,3046,13,Barry,07-05-2024,144.9367,-37.6997,S,u,3,3,2,1,190,,,460000
Northern Metropolitan,Glenroy,8870,46 Moonee Bvd,Moreland,3046,13,Stockdale,08-05-2024,144.9065,-37.6975,SP,h,4,4,1,2,586,159,1968,600000
Northern Metropolitan,Glenroy,8870,47 Cardinal Rd,Moreland,3046,13,Barry,09-05-2024,144.9275,-37.7111,S,h,4,4,3,2,693,192,2014,1217500
Northern Metropolitan,Glenroy,8870,135 Hilton St,Moreland,3046,13,Barry,10-05-2024,144.9291,-37.7009,SP,h,3,3,1,2,599,150,1960,600000
Northern Metropolitan,Glenroy,8870,29 Moonee Bvd,Moreland,3046,13,Barry,11-05-2024,144.9071,-37.6977,PI,h,3,3,2,2,585,146,1975,570000
Northern Metropolitan,Glenroy,8870,46 Sadie St,Moreland,3046,13,Stockdale,12-05-2024,144.9441,-37.6985,SP,h,4,4,1,2,695,,,655000
Northern Metropolitan,Glenroy,8870,118 Bindi St,Moreland,3046,13,Nelson,13-05-2024,144.9271,-37.695,SP,h,3,3,1,4,677,,,500000
Northern Metropolitan,Glenroy,8870,65 Farview St,Moreland,3046,13,Stockdale,14-05-2024,144.9351,-37.7097,SP,h,3,3,1,4,597,100,1960,762700
Northern Metropolitan,Glenroy,8870,3/27 Gladstone Pde,Moreland,3046,13,YPA,15-05-2024,144.912,-37.7081,S,u,2,2,1,1,176,89,2012,465000
Northern Metropolitan,Glenroy,8870,52 Glenroy Rd,Moreland,3046,13,Barry,16-05-2024,144.9331,-37.7067,S,h,2,2,1,1,668,88,1955,741250
Northern Metropolitan,Glenroy,8870,4/36 Acacia St,Moreland,3046,13,Stockdale,17-05-2024,144.9241,-37.7072,S,t,2,2,2,1,190,2,,488500
Northern Metropolitan,Glenroy,8870,44 Everard St,Moreland,3046,13,Barry,18-05-2024,144.9411,-37.7004,S,h,4,4,2,2,650,,,787500
Northern Metropolitan,Glenroy,8870,1/47 Lytton St,Moreland,3046,13,Brad,19-05-2024,144.9097,-37.7076,S,u,2,3,1,1,245,,,442000
Northern Metropolitan,Glenroy,8870,107 Glenroy Rd,Moreland,3046,13,Barry,20-05-2024,144.9273,-37.7063,PI,h,4,4,2,8,977,304,1935,1000000
Northern Metropolitan,Glenroy,8870,4 Glenroy Rd,Moreland,3046,13,Eview,21-05-2024,144.938,-37.7072,S,h,2,2,1,2,590,,,726335
Northern Metropolitan,Glenroy,8870,165 Hilton St,Moreland,3046,13,Stockdale,22-05-2024,144.9258,-37.7005,S,h,4,4,2,2,602,180,1950,630000
Northern Metropolitan,Glenroy,8870,72 Pecham St,Moreland,3046,13,Barry,23-05-2024,144.9116,-37.6967,S,h,3,3,1,3,705,135,1950,670000
Northern Metropolitan,Glenroy,8870,3/48 William St,Moreland,3046,13,Stockdale,24-05-2024,144.9086,-37.7074,S,h,2,2,1,1,172,77,2013,417000
Northern Metropolitan,Glenroy,8870,1/26 York St,Moreland,3046,13,Nelson,25-05-2024,144.9087,-37.7047,VB,t,3,3,1,2,258,143,2001,600000
Northern Metropolitan,Glenroy,8870,3/132 Widford St,Moreland,3046,13,Nelson,26-05-2024,144.9256,-37.6952,SP,t,3,3,2,1,215,121,2010,440000
Northern Metropolitan,Glenroy,8870,14 William St,Moreland,3046,13,Raine,27-05-2024,144.9111,-37.7119,SP,h,3,3,1,1,348,,,501000
Northern Metropolitan,Glenroy,8870,23 Cromwell St,Moreland,3046,13,Barry,28-05-2024,144.9225,-37.7019,S,h,3,3,1,2,657,116,1950,660000
Northern Metropolitan,Glenroy,8870,16 York St,Moreland,3046,13,Stockdale,29-05-2024,144.9097,-37.7048,S,h,3,3,1,3,781,,,722000
Northern Metropolitan,Glenroy,8870,2/4 Ash Ct,Moreland,3046,13,Ray,30-05-2024,144.9239,-37.6972,PI,h,2,2,1,1,155,155,2000,270000
Northern Metropolitan,Glenroy,8870,44 Morley St,Moreland,3046,13,Stockdale,31-05-2024,144.9377,-37.6979,S,h,4,4,2,4,768,194,1970,825000
Northern Metropolitan,Glenroy,8870,33 View St,Moreland,3046,13,Barry,01-06-2024,144.9334,-37.6969,S,h,4,4,2,1,624,258,2005,638000
Western Metropolitan,Gowanbrae,1071,1 Gowanbrae Dr,Moreland,3043,13.6,Nelson,02-06-2024,144.8925,-37.709,S,h,3,3,2,2,608,138,2001,631000
Western Metropolitan,Gowanbrae,1071,31 Seggan Cir,Moreland,3043,13.6,Nelson,03-06-2024,144.8963,-37.7068,S,t,3,3,2,1,149,19,2005,532000
Western Metropolitan,Gowanbrae,1071,13 Seggan Cir,Moreland,3043,13.6,Nelson,04-06-2024,144.8959,-37.7071,S,h,3,3,2,1,140,,,500000
Western Metropolitan,Gowanbrae,1071,41 Balerno Cir,Moreland,3043,13.6,Nelson,05-06-2024,144.8964,-37.709,S,h,3,3,2,1,215,139,2004,504000
Western Metropolitan,Gowanbrae,1071,39 Balerno Cir,Moreland,3043,13.6,Nelson,06-06-2024,144.8962,-37.7087,S,t,3,3,2,2,178,138,2000,468000
Western Metropolitan,Gowanbrae,1071,2 Mirrim Pl,Moreland,3043,13.6,Nelson,07-06-2024,144.9004,-37.705,S,h,4,4,2,2,0,264,2005,802500
Western Metropolitan,Gowanbrae,1071,8 Perth Ct,Moreland,3043,13.6,Nelson,08-06-2024,144.8974,-37.7016,PI,h,4,4,2,2,453,213,2007,709000
Western Metropolitan,Gowanbrae,1071,3 Gowanbrae Dr,Moreland,3043,13.6,Nelson,09-06-2024,144.8927,-37.7089,SP,h,3,3,2,2,691,,,700000
Western Metropolitan,Gowanbrae,1071,42 Seggan Cir,Moreland,3043,13.6,Nelson,10-06-2024,144.8961,-37.7076,S,h,3,3,2,1,175,134,2004,485000
Western Metropolitan,Gowanbrae,1071,6 Birk Ct,Moreland,3043,13.6,Brad,11-06-2024,144.8989,-37.704,VB,h,3,3,2,1,367,141,2008,540000
Western Metropolitan,Gowanbrae,1071,24 Balerno Cir,Moreland,3043,13.6,Nelson,12-06-2024,144.8958,-37.7091,PI,h,3,3,2,1,158,136,2005,390000
Western Metropolitan,Gowanbrae,1071,18 Primula Bvd,Moreland,3043,13.6,Nelson,13-06-2024,144.8978,-37.7062,S,h,4,4,2,2,719,251,2000,800000
Western Metropolitan,Gowanbrae,1071,14 Birk Ct,Moreland,3043,13.6,Stockdale,14-06-2024,144.8984,-37.704,PI,h,3,3,2,1,223,,,525000
Western Metropolitan,Gowanbrae,1071,8 Perth Ct,Moreland,3043,13.6,Nelson,15-06-2024,144.8974,-37.7016,SP,h,4,4,2,2,453,213,2007,740000
Northern Metropolitan,Hadfield,2606,20 Bedford St,Moreland,3046,12.1,hockingstuart,16-06-2024,144.9478,-37.711,PI,h,3,3,1,2,597,116,1960,605000
Northern Metropolitan,Hadfield,2606,29 Sutherland St,Moreland,3046,12.1,Brad,17-06-2024,144.9481,-37.7076,SP,h,3,3,1,2,724,103,1970,685500
Northern Metropolitan,Hadfield,2606,2 Knole St,Moreland,3046,12.1,Eview,18-06-2024,144.9507,-37.7153,S,h,2,2,1,1,394,98,1950,610000
Northern Metropolitan,Hadfield,2606,8 Sherwood St,Moreland,3046,12.1,YPA,19-06-2024,144.9514,-37.7124,S,h,3,3,1,1,604,112,1970,630000
Northern Metropolitan,Hadfield,2606,4 Surrey St,Moreland,3046,12.1,Barry,20-06-2024,144.9489,-37.7127,S,h,4,4,3,5,591,268,2010,870000
Northern Metropolitan,Hadfield,2606,26 South St,Moreland,3046,12.1,Holland,21-06-2024,144.9473,-37.7149,S,h,3,3,2,2,592,129,1950,810000
Northern Metropolitan,Hadfield,2606,70 West St,Moreland,3046,12.1,Barry,22-06-2024,144.9378,-37.7114,S,h,3,3,1,2,608,,,840000
Northern Metropolitan,Hadfield,2606,16 Bedford St,Moreland,3046,12.1,YPA,23-06-2024,144.9481,-37.711,S,h,5,5,2,1,590,,,585000
Northern Metropolitan,Hadfield,2606,41 Davies St,Moreland,3046,12.1,Stockdale,24-06-2024,144.9468,-37.7116,S,h,4,3,2,2,595,,1983,772500
Northern Metropolitan,Hadfield,2606,21a Edgar St,Moreland,3046,12.1,Brad,25-06-2024,144.9467,-37.7068,SP,u,3,3,1,1,225,,2005,465000
Northern Metropolitan,Hadfield,2606,10 Volga St,Moreland,3046,12.1,Eview,26-06-2024,144.9412,-37.7084,S,h,3,3,1,4,692,,1980,719000
Northern Metropolitan,Hadfield,2606,2/3 Surrey St,Moreland,3046,12.1,Peter,27-06-2024,144.9488,-37.7132,SP,u,2,2,1,2,198,96,2010,487000
Northern Metropolitan,Hadfield,2606,115 West St,Moreland,3046,12.1,Barry,28-06-2024,144.9384,-37.7056,S,h,4,2,2,2,700,168,1950,700000
Northern Metropolitan,Hadfield,2606,148 West St,Moreland,3046,12.1,YPA,29-06-2024,144.9387,-37.7062,S,h,4,4,2,1,462,161,1970,600500
Northern Metropolitan,Hadfield,2606,27 Middle St,Moreland,3046,12.1,Barry,30-06-2024,144.9491,-37.7106,S,h,3,3,1,2,570,134,1970,730000
Northern Metropolitan,Hadfield,2606,75 West St,Moreland,3046,12.1,Stockdale,01-07-2024,144.9377,-37.7094,S,h,3,3,2,2,565,116,1960,800000
Northern Metropolitan,Hadfield,2606,25 Francis St,Moreland,3046,12.1,Brad,02-07-2024,144.9426,-37.7123,S,h,4,4,2,2,763,,,918000
Northern Metropolitan,Hadfield,2606,24 South St,Moreland,3046,12.1,Stockdale,03-07-2024,144.9475,-37.715,S,t,3,3,2,2,301,251,2011,750000
Northern Metropolitan,Hadfield,2606,40 Angus St,Moreland,3046,12.1,Barry,04-07-2024,144.9438,-37.7077,S,h,3,3,1,1,568,115,1960,740000
Northern Metropolitan,Hadfield,2606,72 Middle St,Moreland,3046,12.1,Brad,05-07-2024,144.9446,-37.7098,S,h,3,3,1,3,539,,1960,721000
Northern Metropolitan,Hadfield,2606,9 South St,Moreland,3046,12.1,YPA,06-07-2024,144.9507,-37.7157,S,h,3,3,1,2,574,106,1970,646000
